,precision,recall,f1-score,support
hate_speech,0.75,0.02097902097902098,0.04081632653061224,286.0
offensive_language,0.9049252634158295,0.9622199062011464,0.932693521909332,3838.0
neither,0.7730414746543779,0.8055222088835534,0.7889476778365667,833.0
accuracy,0.8815816017752673,0.8815816017752673,0.8815816017752673,0.8815816017752673
macro avg,0.8093222460234024,0.5962403786879069,0.5874858420921704,4957.0
weighted avg,0.8738242302556083,0.8815816017752673,0.857079810795568,4957.0
