,precision,recall,f1-score,support
hate_speech,0.2267037552155772,0.5699300699300699,0.3243781094527363,286.0
offensive_language,0.9594345421020283,0.8134445023449713,0.8804286520022561,3838.0
neither,0.7439024390243902,0.8787515006002401,0.8057237204182719,833.0
accuracy,0.8103691749041759,0.8103691749041759,0.8103691749041759,0.8103691749041759
macro avg,0.6433469121139986,0.7540420242917604,0.6701768272910881,4957.0
weighted avg,0.8809396365314821,0.8103691749041759,0.835792851482058,4957.0
