,precision,recall,f1-score,support
hate_speech,0.20638820638820637,0.5874125874125874,0.3054545454545455,286.0
offensive_language,0.9650371287128713,0.8126628452318916,0.8823196605374823,3838.0
neither,0.7804610318331504,0.8535414165666266,0.8153669724770642,833.0
accuracy,0.8065362114181965,0.8065362114181965,0.8065362114181965,0.8065362114181965
macro avg,0.6506287889780761,0.751205616403702,0.667713726156364,4957.0
weighted avg,0.890248853448465,0.8065362114181965,0.8377856657688625,4957.0
