,precision,recall,f1-score,support
hate_speech,0.0,0.0,0.0,286.0
offensive_language,0.9063954913011517,0.9637832204273059,0.934208864755651,3838.0
neither,0.7945205479452054,0.8355342136854742,0.8145114101813926,833.0
accuracy,0.886624974783135,0.886624974783135,0.886624974783135,0.886624974783135
macro avg,0.5669720130821191,0.5997724780375934,0.5829067583123478,4957.0
weighted avg,0.8352998813903927,0.886624974783135,0.8601939938699392,4957.0
