experiment_name,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,misclassified_samples,epochs_trained,training_time_seconds,trainable_parameters,non_trainable_parameters
simple_rnn_class_weights,0.8238854145652612,0.6467115515820879,0.7298645335175215,0.6706017490761461,0.8435936036280077,873,5,30.73252157999923,2574531,0
simple_rnn,0.8815816017752673,0.8093222460234024,0.5962403786879069,0.5874858420921704,0.857079810795568,587,4,25.796289376999994,2574531,0
