,precision,recall,f1-score,support
Cautions,0.0,0.0,0.0,251.0
Crossings,0.0,0.0,0.0,273.0
Direction,0.0,0.0,0.0,444.0
No Entry,0.0,0.0,0.0,440.0
SpeedLimit,0.4157676348547718,1.0,0.5873388042203986,1002.0
accuracy,0.4157676348547718,0.4157676348547718,0.4157676348547718,0.4157676348547718
macro avg,0.08315352697095436,0.2,0.11746776084407973,2410.0
weighted avg,0.17286272619273085,0.4157676348547718,0.24419646548914498,2410.0
