accuracy,loss,val_accuracy,val_loss
0.7857714295387268,0.5099379420280457,0.8539419174194336,0.3032081425189972
0.8532681465148926,0.30661076307296753,0.9178423285484314,0.2026035338640213
0.8975544571876526,0.21867720782756805,0.9327800869941711,0.14812859892845154
0.9298354983329773,0.16222454607486725,0.970539391040802,0.0811542347073555
0.9552689790725708,0.1125904992222786,0.9871369004249573,0.04219631478190422
0.9650511145591736,0.09251316636800766,0.9863070249557495,0.044159986078739166
0.978301465511322,0.06024816259741783,0.9933609962463379,0.01915191300213337
0.9849711060523987,0.042862389236688614,0.9908713698387146,0.03349587321281433
0.9889729022979736,0.03622043505311012,0.9946057796478271,0.019994087517261505
0.9889729022979736,0.03391696885228157,0.996680498123169,0.00973528902977705
0.9886171817779541,0.03473059833049774,0.9970954060554504,0.010460207238793373
0.9910182356834412,0.026583263650536537,0.9970954060554504,0.008994858711957932
0.9922632575035095,0.029851237311959267,0.998755156993866,0.002727612154558301
0.9955535531044006,0.01534506306052208,0.9975103735923767,0.005276530981063843
0.9963539242744446,0.012070839293301105,0.9983402490615845,0.006634233985096216
